20,23.3333333333333,16.6666666666667,36.6666666666667
6.66666666666667,3.33333333333333,10,20
6.66666666666667,10,10,6.66666666666667
30,53.3333333333333,86.6666666666667,83.3333333333333
26.6666666666667,70,56.6666666666667,80
43.3333333333333,63.3333333333333,66.6666666666667,70
6.66666666666667,6.66666666666667,23.3333333333333,30
76.6666666666667,90,96.6666666666667,86.6666666666667
20,36.6666666666667,60,40
90,86.6666666666667,90,93.3333333333333
40,60,33.3333333333333,56.6666666666667
53.3333333333333,73.3333333333333,73.3333333333333,70
46.6666666666667,50,33.3333333333333,76.6666666666667
50,40,56.6666666666667,30
60,43.3333333333333,30,46.6666666666667
86.6666666666667,80,86.6666666666667,86.6666666666667
